2011 super output area - lower layer,mnemonic,Date,Gender,All Ages,Age 0,Age 1,Age 2,Age 3,Age 4,Aged 5-9,Aged 10-14,Aged 15-19,Aged 20-24,Aged 25-29,Aged 30-34,Aged 35-39,Aged 40-44,Aged 45-49,Aged 50-54,Aged 55-59,Aged 60-64,Aged 65-69,Aged 70-74,Aged 75-79,Aged 80-84,Age 85,Age 86,Age 87,Age 88,Age 89,Aged 90+
Hertsmere 005A,E01023523,2020,Female,822,3,6,6,5,5,46,59,51,34,33,23,42,54,66,66,75,60,52,52,37,30,4,6,3,1,0,3
Hertsmere 005B,E01023524,2020,Female,741,9,5,6,13,8,37,53,42,30,23,23,22,42,63,68,87,38,25,57,34,25,6,5,1,4,3,12
Hertsmere 005C,E01023525,2020,Female,872,10,7,9,10,11,62,59,27,36,59,48,78,65,55,44,61,28,53,45,22,34,6,6,8,4,5,20
Hertsmere 005D,E01023526,2020,Female,846,6,5,8,7,8,43,62,38,27,30,36,48,41,50,82,79,60,59,62,30,44,4,2,3,6,1,5
Hertsmere 005E,E01023527,2020,Female,804,6,10,8,16,8,45,54,39,41,29,35,51,40,81,52,52,50,32,53,31,43,2,4,2,8,3,9
Hertsmere 006A,E01023534,2020,Female,863,9,11,9,9,15,65,63,57,49,48,59,69,63,51,64,54,48,37,29,23,14,2,2,2,3,0,8
Hertsmere 006B,E01023535,2020,Female,984,17,10,9,9,10,87,77,53,36,45,54,89,76,59,76,77,44,31,38,27,22,2,3,2,3,0,28
Hertsmere 006C,E01023536,2020,Female,829,11,11,19,10,18,60,44,39,48,81,69,68,61,52,52,53,26,21,37,25,12,3,2,0,1,1,5
Hertsmere 006D,E01023537,2020,Female,1206,16,19,19,17,23,87,97,62,67,80,81,99,90,81,87,74,45,41,46,32,19,5,3,4,1,4,7
Hertsmere 006E,E01023538,2020,Female,1016,16,18,12,8,10,82,66,28,43,72,114,78,63,55,61,76,50,38,39,30,18,0,9,3,0,2,25
Hertsmere 007A,E01023529,2020,Female,804,9,15,13,17,7,56,62,39,25,58,63,46,62,67,66,52,54,22,19,18,15,1,4,3,3,2,6
Hertsmere 007B,E01023530,2020,Female,710,11,14,14,13,17,78,46,37,24,50,65,69,50,38,45,28,19,32,20,18,16,0,2,1,0,0,3
Hertsmere 007C,E01023531,2020,Female,1093,12,15,16,17,19,93,91,54,52,72,73,99,90,49,71,53,51,52,31,39,18,6,1,3,2,2,12
Hertsmere 007D,E01023532,2020,Female,881,10,21,12,10,15,44,59,44,27,60,60,60,60,77,66,54,30,40,46,30,28,6,6,1,0,2,13
Hertsmere 007E,E01023533,2020,Female,863,13,6,11,14,17,59,66,57,35,41,61,73,65,50,75,53,37,36,33,20,20,1,5,3,1,4,7
Hertsmere 008A,E01023552,2020,Female,861,3,3,5,10,10,53,46,58,36,48,37,66,64,55,77,69,49,43,48,37,20,1,7,2,2,3,9
Hertsmere 008B,E01023553,2020,Female,1209,8,11,13,12,12,65,103,126,58,70,74,110,98,97,77,70,50,35,53,24,20,3,2,1,4,2,11
Hertsmere 008C,E01023554,2020,Female,871,19,15,12,12,15,72,45,55,34,62,68,78,60,60,59,56,57,28,29,14,11,0,2,2,1,2,3
Hertsmere 008D,E01023555,2020,Female,1052,14,11,14,13,20,82,82,46,54,62,69,60,66,85,75,72,42,32,25,32,50,6,7,7,7,1,18
Hertsmere 009A,E01023544,2020,Female,590,7,6,6,10,10,36,41,20,22,25,35,51,47,26,47,41,36,34,30,9,35,3,6,3,0,2,2
Hertsmere 009B,E01023545,2020,Female,852,7,16,14,15,8,53,29,25,34,63,70,94,95,55,53,41,54,32,42,22,3,3,3,4,4,2,11
Hertsmere 009C,E01023546,2020,Female,947,15,18,9,16,15,81,49,56,32,47,76,92,77,64,77,49,51,40,26,19,21,2,0,1,3,3,8
Hertsmere 009D,E01023547,2020,Female,881,11,6,14,7,10,69,70,55,36,61,61,71,79,69,78,66,37,24,23,11,14,1,2,1,1,1,3
Hertsmere 010A,E01023528,2020,Female,723,5,8,9,9,12,21,35,54,35,45,56,33,43,52,43,63,46,49,43,25,23,1,5,2,1,1,4
Hertsmere 010B,E01023564,2020,Female,912,21,22,15,9,17,56,46,38,33,49,75,89,46,64,68,65,48,38,44,17,28,2,3,3,3,1,12
Hertsmere 010C,E01023565,2020,Female,943,7,9,9,6,14,90,75,54,38,47,40,73,68,81,69,52,46,42,41,27,30,3,3,2,4,5,8
Hertsmere 010D,E01023566,2020,Female,781,3,3,6,4,6,50,69,52,25,21,21,23,55,77,54,67,55,41,33,37,25,8,3,7,4,5,27
Hertsmere 011A,E01023539,2020,Female,1654,26,27,32,28,34,136,102,70,57,157,151,165,130,113,88,77,65,48,50,35,32,4,7,1,1,6,12
Hertsmere 011B,E01023540,2020,Female,960,18,13,6,17,18,68,81,62,27,50,50,83,58,82,46,70,52,43,38,32,17,7,6,3,1,2,10
Hertsmere 011C,E01023541,2020,Female,1192,16,12,15,12,19,116,92,42,49,120,115,100,96,67,63,60,44,40,57,24,13,2,2,5,2,3,6
Hertsmere 011D,E01023542,2020,Female,928,7,13,10,15,9,88,63,58,39,41,82,81,73,72,70,66,56,29,19,15,4,1,2,2,0,0,13
Hertsmere 011E,E01023543,2020,Female,691,11,8,4,3,5,42,44,37,34,41,37,54,42,46,54,43,52,47,37,25,10,2,2,4,1,2,4
Hertsmere 012A,E01023558,2020,Female,911,5,8,12,13,10,43,52,62,34,51,50,52,67,73,59,54,48,60,48,37,31,8,10,4,8,5,7
Hertsmere 012B,E01023559,2020,Female,792,6,6,9,8,6,49,39,44,48,55,67,30,42,66,62,73,44,31,36,25,27,5,3,4,1,0,6
Hertsmere 012C,E01023560,2020,Female,1075,7,21,16,14,20,127,92,45,58,65,75,87,100,44,60,68,39,31,31,25,23,3,5,3,2,0,14
Hertsmere 012D,E01023561,2020,Female,913,7,9,8,11,11,83,69,37,44,42,64,44,71,67,64,52,58,37,53,37,20,4,5,5,1,4,6
Hertsmere 012E,E01023562,2020,Female,865,9,10,10,10,8,44,51,51,19,32,51,46,45,68,51,86,48,69,66,32,37,7,3,4,4,0,4
Hertsmere 012F,E01023563,2020,Female,948,8,15,8,6,12,58,45,34,44,45,54,66,60,67,69,49,49,46,63,44,42,15,10,9,9,3,18
Hertsmere 013A,E01023548,2020,Female,1003,5,11,8,15,6,43,51,28,24,47,41,58,48,59,53,68,65,61,103,89,87,2,6,4,3,4,14
Hertsmere 013B,E01023549,2020,Female,923,7,11,7,10,7,54,46,41,37,42,31,52,52,45,64,46,38,49,75,81,52,11,11,12,12,4,26
Hertsmere 013C,E01023550,2020,Female,933,12,10,8,10,19,50,74,56,34,28,39,61,81,93,55,71,45,32,50,38,24,8,3,3,10,6,13
Hertsmere 013D,E01023551,2020,Female,771,2,9,6,7,7,42,51,34,37,24,28,32,35,67,73,65,57,36,42,41,39,9,10,3,5,2,8
Hertsmere 013E,E01023556,2020,Female,827,10,11,14,16,14,63,43,30,35,25,50,65,72,74,48,57,46,47,36,35,21,5,3,1,1,0,5
Hertsmere 013F,E01023557,2020,Female,796,18,9,11,6,6,38,39,53,50,31,29,58,41,46,67,60,35,55,43,53,27,2,3,5,3,4,4
Dacorum 001A,E01023430,2020,Female,603,5,2,2,6,2,34,42,36,15,18,26,53,27,60,56,40,46,42,45,21,17,1,1,1,2,1,2
Dacorum 001B,E01023431,2020,Female,680,9,11,4,6,6,35,39,27,27,31,25,46,44,45,55,66,52,49,41,30,17,3,2,1,2,1,6
Dacorum 001C,E01023432,2020,Female,818,5,7,8,9,10,59,46,35,23,33,60,60,47,74,57,72,63,42,39,34,15,3,3,0,1,4,9
Dacorum 001D,E01023433,2020,Female,792,10,4,8,14,10,41,35,25,34,51,77,60,63,49,65,67,60,28,23,35,15,2,2,3,1,0,10
Dacorum 002A,E01023423,2020,Female,728,4,7,5,6,9,25,33,46,27,13,30,30,49,63,65,56,51,53,29,26,40,6,5,2,8,4,36
Dacorum 002B,E01023424,2020,Female,787,5,3,6,8,7,43,54,41,32,44,38,39,50,63,67,76,56,40,56,30,12,5,3,3,4,0,2
Dacorum 002C,E01023425,2020,Female,715,6,2,7,5,8,42,51,52,26,28,31,44,53,52,42,63,51,40,35,44,9,5,6,3,2,5,3
Dacorum 002D,E01023426,2020,Female,894,7,14,4,8,7,34,58,126,37,44,50,53,50,66,59,65,32,34,44,32,39,2,5,3,7,2,12
Dacorum 003A,E01023418,2020,Female,749,7,5,11,7,9,51,45,47,31,28,53,62,49,57,47,35,48,29,39,30,37,3,5,2,3,2,7
Dacorum 003B,E01023419,2020,Female,1067,11,11,10,17,15,73,66,63,51,58,75,71,68,92,87,74,69,53,53,26,16,1,0,0,0,1,6
Dacorum 003C,E01023420,2020,Female,867,5,8,8,10,8,51,49,48,46,32,48,58,49,71,59,56,47,34,72,36,40,3,6,2,4,6,11
Dacorum 004A,E01023352,2020,Female,1237,8,6,6,4,17,68,100,65,43,37,32,80,72,106,100,113,93,76,88,44,44,8,4,3,4,1,15
Dacorum 004B,E01023421,2020,Female,783,4,12,8,14,7,52,52,27,15,37,37,61,51,75,59,73,38,39,56,24,25,0,6,3,4,2,2
Dacorum 004C,E01023422,2020,Female,696,3,2,6,2,5,42,44,41,20,3,18,39,45,51,63,53,63,33,59,45,35,3,3,4,1,4,9
Dacorum 005A,E01023434,2020,Female,869,17,17,12,15,15,70,50,30,42,79,90,79,55,66,46,35,40,39,38,19,13,0,1,0,0,0,1
Dacorum 005B,E01023435,2020,Female,722,20,8,12,10,13,39,41,31,47,50,73,89,79,57,34,44,39,19,12,3,2,0,0,0,0,0,0
Dacorum 005C,E01023436,2020,Female,646,10,9,10,5,11,39,31,29,24,37,40,54,50,47,45,49,53,40,25,26,10,0,0,0,0,0,2
Dacorum 005D,E01023437,2020,Female,799,12,14,14,16,11,58,44,47,50,74,87,63,58,49,58,35,33,32,25,12,6,0,0,0,0,0,1
Dacorum 006A,E01023355,2020,Female,779,7,2,7,8,7,41,44,37,17,24,18,34,49,63,60,71,67,55,54,56,30,2,2,3,1,3,17
Dacorum 006B,E01023356,2020,Female,589,3,4,3,5,5,40,40,40,18,14,17,19,38,44,41,43,47,39,42,31,22,3,4,7,7,2,11
Dacorum 006C,E01023416,2020,Female,792,9,5,6,9,12,41,50,27,25,42,24,36,35,49,66,70,54,46,59,34,48,7,6,3,6,8,15
Dacorum 006D,E01023417,2020,Female,702,1,8,3,6,6,39,48,17,24,14,32,54,52,43,52,51,44,30,51,29,41,8,6,4,7,8,24
Dacorum 007A,E01023393,2020,Female,856,10,14,9,13,11,67,33,34,59,50,70,75,44,54,38,57,45,52,40,38,16,4,2,3,7,1,10
Dacorum 007B,E01023394,2020,Female,764,11,9,9,17,6,42,63,41,22,46,49,63,71,48,49,47,54,52,40,10,6,2,2,0,3,1,1
Dacorum 007C,E01023395,2020,Female,908,8,8,15,10,8,61,68,43,41,70,73,83,66,57,50,48,36,71,38,35,10,3,0,0,3,1,2
Dacorum 007D,E01023396,2020,Female,789,13,8,3,6,9,47,65,39,22,35,60,70,60,49,54,39,57,56,43,28,15,0,0,2,0,4,5
Dacorum 007E,E01023397,2020,Female,732,5,5,10,17,16,65,74,42,20,47,72,63,50,46,39,30,40,44,20,10,10,1,3,0,1,0,2
Dacorum 008A,E01023401,2020,Female,900,15,13,18,14,15,53,56,39,27,57,105,72,68,58,68,46,46,24,31,20,22,7,2,2,2,3,17
Dacorum 008B,E01023402,2020,Female,849,13,12,13,16,11,76,47,29,45,61,80,76,47,49,54,38,39,30,39,31,20,4,0,3,1,2,13
Dacorum 008C,E01023403,2020,Female,799,12,5,10,10,2,54,27,31,38,51,72,73,59,47,31,47,58,44,29,28,33,3,6,6,2,4,17
Dacorum 008D,E01023404,2020,Female,730,10,15,16,9,20,69,49,40,29,38,69,78,48,35,61,39,31,26,24,8,3,0,1,1,2,1,8
Dacorum 008E,E01023405,2020,Female,834,10,17,11,14,8,53,81,46,35,41,84,71,46,55,55,44,39,27,24,17,23,0,8,11,6,2,6
Dacorum 009A,E01023361,2020,Female,879,13,16,7,10,6,21,21,44,50,67,95,79,48,57,58,62,33,41,52,40,28,4,6,5,3,3,10
Dacorum 009B,E01023362,2020,Female,961,4,6,10,10,9,50,46,48,21,37,46,49,61,88,66,79,49,59,58,39,48,12,12,7,11,3,33
Dacorum 009C,E01023363,2020,Female,826,10,10,14,8,9,70,68,28,24,24,29,63,76,62,69,62,55,40,49,19,16,1,4,2,2,2,10
Dacorum 009D,E01023364,2020,Female,649,4,3,4,11,7,53,65,19,9,20,24,38,53,65,57,34,36,32,42,36,15,3,1,4,1,2,11
Dacorum 010A,E01023390,2020,Female,1088,11,7,14,11,14,86,92,53,55,64,93,76,103,60,66,83,55,28,35,33,30,2,4,1,4,5,3
Dacorum 010B,E01023391,2020,Female,894,8,8,20,12,9,49,49,44,47,62,59,49,57,52,85,82,56,43,30,25,22,2,5,6,1,0,12
Dacorum 010C,E01023399,2020,Female,907,16,16,14,7,15,30,44,45,46,59,72,65,48,45,61,66,54,49,62,17,32,4,4,9,4,8,15
Dacorum 011A,E01023392,2020,Female,880,11,10,12,2,17,55,47,44,37,49,77,55,56,56,64,67,52,31,41,25,17,3,8,5,4,9,26
Dacorum 011B,E01023427,2020,Female,852,10,9,14,7,10,54,51,49,44,49,45,69,68,64,65,59,57,40,31,22,23,3,1,2,1,0,5
Dacorum 011C,E01023428,2020,Female,764,9,6,13,10,2,28,42,40,36,56,45,67,66,52,48,66,58,30,29,23,17,4,0,1,0,1,15
Dacorum 011D,E01023429,2020,Female,994,17,11,12,19,15,70,83,42,28,50,59,79,53,64,59,44,65,48,57,33,24,4,7,6,7,7,31
Dacorum 012A,E01023369,2020,Female,787,6,4,8,9,11,65,50,33,24,32,52,62,62,63,62,25,36,41,51,27,38,4,1,4,4,6,7
Dacorum 012B,E01023370,2020,Female,858,10,7,7,11,17,70,50,42,24,37,49,70,80,69,68,48,46,32,29,26,26,7,1,3,7,5,17
Dacorum 012C,E01023371,2020,Female,910,7,12,14,9,10,68,72,65,30,25,41,53,87,61,80,64,73,39,36,35,16,2,0,2,2,2,5
Dacorum 012D,E01023372,2020,Female,864,3,5,9,6,7,49,91,50,38,29,26,36,82,78,58,54,48,43,47,35,21,6,7,6,6,3,21
Dacorum 013A,E01023345,2020,Female,935,17,14,20,14,13,67,29,44,56,71,92,67,74,61,64,67,53,36,29,19,11,7,1,2,1,3,3
Dacorum 013B,E01023346,2020,Female,1348,34,32,37,34,40,117,94,61,56,116,137,150,79,79,59,42,45,37,37,20,19,3,4,5,6,0,5
Dacorum 013C,E01023347,2020,Female,820,11,3,13,9,7,37,36,38,25,38,44,42,47,36,45,62,40,48,52,37,38,8,13,10,12,6,63
Dacorum 013D,E01023348,2020,Female,837,9,12,16,14,9,64,57,40,37,53,75,59,57,54,30,74,44,24,30,27,19,5,3,3,7,5,10
Dacorum 014A,E01023365,2020,Female,686,9,12,5,13,7,43,23,30,17,33,65,57,46,45,34,56,35,41,39,28,15,3,3,2,3,2,20
Dacorum 014B,E01023366,2020,Female,778,12,12,9,10,16,71,49,33,28,41,53,68,67,62,65,52,39,25,21,28,12,2,0,1,1,1,0
Dacorum 014C,E01023367,2020,Female,645,3,4,8,7,1,47,56,47,5,18,19,30,44,50,57,50,27,33,43,21,20,3,5,9,5,2,31
Dacorum 014D,E01023368,2020,Female,919,17,7,19,9,15,55,67,42,18,28,55,77,85,93,76,63,53,25,37,29,27,4,3,5,1,1,8
Dacorum 015A,E01023349,2020,Female,1015,18,17,8,12,14,70,57,54,50,78,74,72,68,83,56,75,57,57,39,19,11,1,3,2,2,1,17
Dacorum 015B,E01023350,2020,Female,926,7,17,14,17,18,82,51,29,49,55,69,81,73,61,44,65,49,37,32,20,28,2,4,4,4,5,9
Dacorum 015C,E01023351,2020,Female,886,6,12,14,7,20,68,62,39,37,49,58,78,72,58,56,55,69,42,28,25,22,2,1,1,2,1,2
Dacorum 015D,E01023398,2020,Female,1989,28,24,20,26,26,134,107,87,172,247,243,166,131,131,117,88,53,44,42,46,30,6,4,7,5,3,2
Dacorum 015E,E01023400,2020,Female,1095,11,8,8,9,10,56,57,47,72,103,81,81,55,56,60,76,61,33,45,46,52,3,6,6,14,5,34
Dacorum 016A,E01023383,2020,Female,799,7,13,15,8,13,37,43,27,41,58,58,61,56,47,61,66,44,34,37,37,11,4,5,6,4,2,4
Dacorum 016B,E01023384,2020,Female,1038,13,16,14,13,15,90,64,48,42,67,90,100,77,55,73,67,50,37,21,23,31,2,1,2,3,3,21
Dacorum 016C,E01023385,2020,Female,860,8,7,5,9,11,41,40,54,41,37,48,55,68,49,50,72,60,51,48,38,21,8,5,4,4,6,20
Dacorum 017A,E01023409,2020,Female,959,14,14,12,21,18,60,58,44,39,56,70,81,67,56,58,63,44,31,35,49,29,10,6,4,5,6,9
Dacorum 017B,E01023410,2020,Female,701,4,4,9,6,2,34,25,21,37,36,33,42,29,36,49,56,63,44,59,38,38,9,4,4,8,3,8
Dacorum 017C,E01023411,2020,Female,804,8,6,12,9,10,55,62,53,38,58,55,60,69,47,47,56,43,31,31,14,19,3,2,5,4,2,5
Dacorum 017D,E01023412,2020,Female,659,3,4,4,3,7,38,35,25,28,31,15,29,43,39,51,60,48,35,59,35,39,3,6,3,3,3,10
Dacorum 017E,E01023413,2020,Female,702,10,5,11,10,12,55,32,37,42,37,53,55,42,46,43,52,34,55,47,13,5,0,1,0,0,4,1
Dacorum 018B,E01023354,2020,Female,1118,20,19,26,19,17,66,47,38,37,75,95,134,105,83,63,83,42,55,32,26,16,2,4,3,4,1,6
Dacorum 018C,E01023379,2020,Female,788,11,11,7,12,14,35,31,35,33,36,40,58,65,74,49,52,60,27,50,37,25,4,2,4,5,2,9
Dacorum 018D,E01023380,2020,Female,582,10,1,8,8,7,25,31,31,20,28,45,49,63,36,33,42,39,26,20,23,13,4,2,7,2,0,9
Dacorum 018E,E01023381,2020,Female,631,3,5,5,4,4,26,41,32,23,13,10,32,43,49,48,72,52,31,55,37,20,3,2,2,5,3,11
Dacorum 018F,E01023382,2020,Female,747,14,5,11,5,10,32,50,34,37,42,58,62,36,56,53,48,35,39,33,22,18,7,10,5,2,8,15
Dacorum 018G,E01033022,2020,Female,859,10,7,16,11,2,61,67,53,37,97,87,70,55,60,61,36,39,37,18,24,3,2,0,0,2,3,1
Dacorum 018H,E01033023,2020,Female,1070,22,15,7,12,13,66,49,27,51,103,179,92,77,69,60,60,49,43,24,24,9,1,1,2,3,3,9
Dacorum 019A,E01023386,2020,Female,758,8,12,5,8,7,46,42,30,54,40,60,64,43,33,56,63,53,43,31,27,13,4,2,1,1,1,11
Dacorum 019B,E01023387,2020,Female,703,7,10,11,7,8,44,62,22,20,38,31,69,57,43,68,33,41,47,24,18,21,4,1,1,4,1,11
Dacorum 019C,E01023388,2020,Female,796,14,20,12,5,15,47,56,33,38,43,62,62,60,52,58,61,45,36,24,25,14,3,1,2,1,2,5
Dacorum 019D,E01023389,2020,Female,877,9,9,8,5,9,65,48,58,40,35,56,62,76,58,61,58,56,54,42,32,19,4,4,2,2,1,4
Dacorum 020A,E01023357,2020,Female,920,9,13,15,17,18,75,60,60,44,46,61,72,58,70,54,34,49,41,42,27,18,4,3,4,7,5,14
Dacorum 020B,E01023358,2020,Female,745,8,9,10,11,12,74,64,62,40,41,60,68,64,37,42,47,30,12,18,13,16,0,1,0,0,1,5
Dacorum 020C,E01023359,2020,Female,987,13,13,10,9,22,76,89,48,49,54,80,94,78,58,65,70,31,27,48,14,11,0,5,1,2,3,17
Dacorum 020D,E01023360,2020,Female,718,5,7,8,13,10,65,51,31,26,42,58,56,62,58,54,42,44,32,17,13,7,3,1,4,0,5,4
Dacorum 020E,E01023414,2020,Female,1153,33,29,19,21,15,58,47,64,40,118,139,101,88,62,73,55,39,37,21,23,23,5,2,2,8,2,29
Dacorum 020F,E01023415,2020,Female,672,5,3,6,4,10,37,49,38,22,38,44,38,45,39,43,59,42,33,34,35,20,10,1,3,3,3,8
Dacorum 021A,E01023373,2020,Female,573,3,8,8,7,8,35,22,18,34,35,34,41,31,38,32,34,47,24,40,19,23,6,3,5,4,3,11
Dacorum 021B,E01023374,2020,Female,752,7,4,10,7,9,39,52,22,22,43,38,34,69,50,50,65,52,42,39,35,34,6,2,6,1,4,10
Dacorum 021C,E01023375,2020,Female,785,7,7,6,5,7,39,57,38,21,12,43,42,44,53,76,57,54,59,50,43,40,5,5,3,1,2,9
Dacorum 021D,E01023376,2020,Female,646,9,6,10,6,4,43,39,36,29,41,51,37,43,45,46,31,22,45,50,33,12,1,1,1,2,0,3
Dacorum 021E,E01023377,2020,Female,696,3,4,4,7,9,44,36,56,27,14,14,23,45,46,53,65,58,56,48,39,28,2,2,1,1,2,9
Dacorum 021F,E01023378,2020,Female,851,9,2,8,9,8,44,60,42,40,26,35,38,64,69,82,58,67,50,60,42,24,4,1,0,0,1,8
Dacorum 022A,E01023406,2020,Female,1067,7,14,16,11,16,53,53,50,36,44,65,62,86,75,74,76,60,38,50,41,66,5,10,4,10,13,32
Dacorum 022B,E01023407,2020,Female,868,6,10,9,10,11,54,63,56,31,37,41,57,59,78,68,76,51,31,52,30,15,3,2,3,2,1,12
Dacorum 022C,E01023408,2020,Female,840,12,10,4,13,4,43,50,51,32,18,32,45,68,65,51,68,65,54,48,52,32,4,3,3,3,3,7
Broxbourne 001A,E01023316,2020,Female,615,4,3,3,5,6,23,35,31,23,16,29,37,44,27,69,52,34,47,58,32,28,2,1,0,1,1,4
Broxbourne 001B,E01023317,2020,Female,1324,8,5,12,7,11,86,107,94,63,68,84,96,86,116,115,72,49,39,68,55,33,6,4,3,10,1,26
Broxbourne 001C,E01023318,2020,Female,803,6,5,6,6,8,44,67,38,31,50,35,54,44,65,65,40,49,56,48,43,24,1,5,3,4,3,3
Broxbourne 001D,E01023319,2020,Female,756,5,4,3,9,5,39,27,32,28,29,24,30,50,58,59,52,51,62,54,52,54,7,6,2,4,4,6
Broxbourne 002A,E01023327,2020,Female,793,9,13,11,9,19,56,58,33,39,43,49,53,54,53,30,47,45,42,37,27,31,6,2,1,2,3,21
Broxbourne 002B,E01023328,2020,Female,687,7,3,7,7,3,43,48,37,30,41,56,65,46,47,53,69,32,24,23,15,17,3,2,1,3,1,4
Broxbourne 002C,E01023329,2020,Female,697,8,3,10,8,6,47,25,55,34,31,44,40,51,51,43,45,46,41,23,18,23,12,3,6,4,5,15
Broxbourne 002D,E01023330,2020,Female,828,9,5,12,11,16,57,47,43,46,63,70,72,58,67,72,33,55,14,24,18,18,2,4,1,4,1,6
Broxbourne 002E,E01023331,2020,Female,825,10,12,6,10,15,57,36,57,52,42,64,64,48,58,58,58,49,42,29,17,16,7,7,4,4,0,3
Broxbourne 003A,E01023320,2020,Female,1134,20,22,14,11,19,73,43,35,55,85,105,88,69,62,63,67,34,47,61,49,57,8,9,7,8,5,18
Broxbourne 003B,E01023321,2020,Female,1049,9,9,16,12,15,38,58,34,43,31,54,78,56,74,79,56,69,58,93,56,53,10,10,9,7,6,16
Broxbourne 003C,E01023322,2020,Female,958,18,14,15,13,18,78,58,39,51,55,73,78,70,54,82,59,27,53,26,21,33,1,3,1,1,4,13
Broxbourne 003D,E01023323,2020,Female,872,13,4,11,15,9,41,66,36,44,60,58,55,51,82,59,55,55,33,52,22,22,5,6,5,3,3,7
Broxbourne 004A,E01023289,2020,Female,770,2,7,1,9,8,37,53,58,49,20,26,19,30,67,75,91,56,35,51,40,18,1,2,2,5,1,7
Broxbourne 004B,E01023290,2020,Female,782,5,8,9,7,10,57,55,43,26,30,23,26,72,41,62,68,48,45,54,32,25,6,3,5,5,4,13
Broxbourne 004C,E01023291,2020,Female,787,2,6,6,5,9,21,46,34,29,49,43,31,52,57,58,57,48,36,60,44,35,9,8,8,11,5,18
Broxbourne 004D,E01023292,2020,Female,825,13,12,15,12,10,43,54,51,22,41,32,52,47,54,65,51,51,51,59,26,43,3,4,1,3,1,9
Broxbourne 005A,E01023340,2020,Female,1020,9,8,12,14,18,88,66,52,59,67,81,73,63,76,76,62,44,56,37,32,12,1,5,1,1,1,6
Broxbourne 005B,E01023341,2020,Female,961,6,13,12,16,13,49,63,33,44,62,57,63,74,66,67,68,61,51,51,50,30,2,2,2,2,3,1
Broxbourne 005C,E01023342,2020,Female,1629,29,27,27,39,25,131,114,82,78,131,142,135,152,111,76,80,78,40,42,34,39,2,2,0,1,1,11
Broxbourne 005D,E01023343,2020,Female,1180,19,15,16,24,18,123,116,50,55,92,90,125,90,62,62,70,45,33,27,10,10,3,9,1,2,2,11
Broxbourne 005E,E01023344,2020,Female,823,9,7,8,6,4,44,42,34,25,48,50,59,48,40,67,67,61,43,62,37,38,3,7,3,3,3,5
Broxbourne 006A,E01023307,2020,Female,789,5,4,7,8,5,60,43,50,28,37,39,48,46,56,56,67,65,38,36,55,19,3,1,3,1,0,9
Broxbourne 006B,E01023308,2020,Female,823,8,9,7,6,8,50,42,51,20,39,40,45,51,55,77,62,60,50,59,34,23,6,7,1,2,3,8
Broxbourne 006C,E01023309,2020,Female,824,9,3,10,13,9,48,46,33,40,33,53,45,50,38,60,73,59,59,50,41,24,5,4,2,3,1,13
Broxbourne 006D,E01023310,2020,Female,1539,28,22,30,22,24,124,106,81,70,106,136,153,91,109,117,84,77,44,33,37,15,4,6,1,4,5,10
Broxbourne 007A,E01023311,2020,Female,883,13,10,6,12,12,44,48,28,39,29,43,72,47,47,82,59,55,40,52,73,47,5,1,4,2,4,9
Broxbourne 007B,E01023312,2020,Female,776,3,6,10,12,6,26,43,34,38,48,40,51,48,44,73,91,69,37,35,39,11,1,2,1,1,0,7
Broxbourne 007C,E01023313,2020,Female,823,8,4,7,9,12,32,43,44,35,18,25,48,43,66,79,64,59,42,63,46,35,9,7,4,6,3,12
Broxbourne 007D,E01023315,2020,Female,914,8,12,10,15,10,44,77,48,70,51,46,52,51,93,112,68,55,40,29,9,4,2,3,1,1,0,3
Broxbourne 008A,E01023302,2020,Female,760,4,3,3,7,6,37,35,40,39,46,51,47,53,62,60,43,55,30,35,24,33,6,5,4,7,6,19
Broxbourne 008B,E01023303,2020,Female,832,8,6,9,10,17,58,43,50,38,43,73,65,58,71,60,59,39,31,44,29,10,0,3,4,1,1,2
Broxbourne 008C,E01023304,2020,Female,774,5,12,3,11,15,51,22,36,42,41,57,75,43,54,44,57,39,40,32,32,30,3,3,2,4,3,18
Broxbourne 008D,E01023305,2020,Female,715,8,3,10,10,8,30,43,49,27,51,40,44,48,57,72,65,44,21,27,22,14,4,5,2,0,1,10
Broxbourne 008E,E01023306,2020,Female,778,11,10,13,14,10,36,38,43,32,41,44,54,43,40,70,70,48,50,47,30,19,3,1,1,3,6,1
Broxbourne 009A,E01023314,2020,Female,779,6,12,8,6,13,55,44,41,26,46,42,55,65,68,44,59,58,40,41,21,19,2,1,2,2,1,2
Broxbourne 009B,E01023324,2020,Female,716,5,6,4,5,6,44,62,34,50,27,28,47,40,41,59,38,43,44,35,27,40,2,0,8,2,3,16
Broxbourne 009C,E01023325,2020,Female,771,6,12,14,12,5,43,32,54,38,44,39,49,50,42,43,68,59,30,30,45,25,4,1,2,3,8,13
Broxbourne 009D,E01023326,2020,Female,854,4,13,14,12,8,46,49,51,56,38,44,64,50,59,78,52,48,36,58,28,26,6,4,1,0,3,6
Broxbourne 010A,E01023297,2020,Female,689,5,14,11,9,11,43,54,27,40,32,54,48,43,39,46,41,36,30,40,28,30,2,3,2,0,0,1
Broxbourne 010B,E01023298,2020,Female,814,8,10,9,3,7,54,39,27,28,40,61,44,68,40,60,52,48,52,37,29,52,15,6,4,10,4,7
